0.5,1,2,3,4,6,12,18,24
,,,,,,0.908668252,0.258865134,0.13785
,,,,,,0.912437574,0.271247837,0.1408
,,,,,,0.916135553,0.296873153,0.14385
,,,,,,0.919738407,0.347951802,0.147
,,,,,,0.923269917,0.430105446,0.1502
,,,,,,0.926706302,0.577440263,0.1534
,,,,,,0.930071344,0.679705051,0.1566
,,,,,,0.93334126,0.700084916,0.1598
,,,,,,0.936539834,0.718014038,0.163
,,,,,,0.939643282,0.733492417,0.16628
,,,,,,0.942675386,0.746520052,0.16972
,,,,,,0.945612366,0.757096944,0.17332
,,,,,,0.948478002,0.766168994,0.17708
,,,,,,0.951248514,0.774682102,0.181
,,,,,,0.953971463,0.782636269,0.18512
,,,,,,0.95665874,0.790031494,0.18948
,,,,,,0.959322235,0.796867778,0.19408
,,,,,,0.961950059,0.803274107,0.19892
,,,,,,0.964554102,0.809379468,0.204
,,,,,,0.967122473,0.815183859,0.2094
,,,,,,0.969667063,0.820687283,0.2152
,,,,,,0.972175981,0.825889738,0.2214
,,,,,,0.974661118,0.83083422,0.228
,,,,,,0.977110583,0.835563725,0.235
,,,,,,0.979536266,0.840078252,0.24268
,,,,,,0.981926278,0.844377801,0.25132
,,,,,,0.984292509,0.848462374,0.26092
,,,,,,0.986623068,0.85240721,0.27148
,,,,,,0.988929845,0.856266056,0.283
,,,,,,0.991200951,0.860060409,0.30684
,,,,,,0.993448276,0.86376877,0.35436
,,,,,,0.995659929,0.867412639,0.43079
,,,,,,0.9978478,0.870970516,0.56786
,,,,,,1,0.8744639,0.663
,,,,,,,0.877871293,0.68196
,,,,,,,0.881214193,0.69864
,,,,,,,0.884471102,0.71304
,,,,,,,0.887663517,0.72516
,,,,,,,0.890769942,0.735
,,,,,,,0.893811873,0.74344
,,,,,,,0.896767814,0.75136
,,,,,,,0.899659261,0.75876
,,,,,,,0.902464717,0.76564
,,,,,,,0.90520568,0.772
,,,,,,,0.907860652,0.77796
,,,,,,,0.91045113,0.78364
,,,,,,,0.912955618,0.78904
,,,,,,,0.91541711,0.79416
,,,,,,,0.917846356,0.799
,,,,,,,0.920254103,0.8036
,,,,,,,0.922629605,0.808
,,,,,,,0.924983608,0.8122
,,,,,,,0.927305365,0.8162
,,,,,,,0.929605624,0.82
,,,,,,,0.931873636,0.82367
,,,,,,,0.934120151,0.82726
,,,,,,,0.936334419,0.83079
,,,,,,,0.938527189,0.83424
,,,,,,,0.940687713,0.83763
,,,,,,,0.942826739,0.84094
,,,,,,,0.944933518,0.84419
,,,,,,,0.9470188,0.84736
,,,,,,,0.949071835,0.85047
,,,,,,,0.951103372,0.8535
,,,,,,,0.953102662,0.85647
,,,,,,,0.955080455,0.85936
,,,,,,,0.957026002,0.86219
,,,,,,,0.95895005,0.86494
,,,,,,,0.960841852,0.86763
,,,,,,,0.962712156,0.87024
,,,,,,,0.964550213,0.87279
,,,,,,,0.966366773,0.87526
,,,,,,,0.968151086,0.87767
,,,,,,,0.969913902,0.88
,,,,,,,0.97164447,0.88229
,,,,,,,0.973353541,0.88455
,,,,,,,0.975030366,0.88679
,,,,,,,0.976685692,0.889
,,,,,,,0.978308772,0.89119
,,,,,,,0.979910354,0.89335
,,,,,,,0.98147969,0.89549
,,,,,,,0.983027528,0.8976
,,,,,,,0.984543119,0.89969
,,,,,,,0.986037213,0.90175
,,,,,,,0.987499059,0.90379
,,,,,,,0.988939409,0.9058
,,,,,,,0.990347511,0.90779
,,,,,,,0.991744865,0.90975
,,,,,,,0.993131469,0.91169
,,,,,,,0.994518074,0.9136
,,,,,,,0.99589393,0.91549
,,,,,,,0.997269786,0.91735
,,,,,,,0.998634893,0.91919
,,,,,,,1,0.921
,,,,,,,,0.92279
,,,,,,,,0.92455
,,,,,,,,0.92629
,,,,,,,,0.928
,,,,,,,,0.92969
,,,,,,,,0.93135
,,,,,,,,0.93299
,,,,,,,,0.9346
,,,,,,,,0.93619
,,,,,,,,0.93775
,,,,,,,,0.93929
,,,,,,,,0.9408
,,,,,,,,0.94229
,,,,,,,,0.94375
,,,,,,,,0.94519
,,,,,,,,0.9466
,,,,,,,,0.94799
,,,,,,,,0.94935
,,,,,,,,0.95069
,,,,,,,,0.952
,,,,,,,,0.9533
,,,,,,,,0.95459
,,,,,,,,0.95588
,,,,,,,,0.95716
,,,,,,,,0.95844
,,,,,,,,0.95971
,,,,,,,,0.96098
,,,,,,,,0.96224
,,,,,,,,0.9635
,,,,,,,,0.96475
,,,,,,,,0.966
,,,,,,,,0.96724
,,,,,,,,0.96848
,,,,,,,,0.96971
,,,,,,,,0.97094
,,,,,,,,0.97216
,,,,,,,,0.97338
,,,,,,,,0.97459
,,,,,,,,0.9758
,,,,,,,,0.977
,,,,,,,,0.9782
,,,,,,,,0.97939
,,,,,,,,0.98058
,,,,,,,,0.98176
,,,,,,,,0.98294
,,,,,,,,0.98411
,,,,,,,,0.98528
,,,,,,,,0.98644
,,,,,,,,0.9876
,,,,,,,,0.98875
,,,,,,,,0.9899
,,,,,,,,0.99104
,,,,,,,,0.99218
,,,,,,,,0.99331
,,,,,,,,0.99444
,,,,,,,,0.99556
,,,,,,,,0.99668
,,,,,,,,0.99779
,,,,,,,,0.9989
,,,,,,,,1
